Edad	RangoEdad	Sexo	EstadoCivil	TipoLocalidad	Comuna	Zona	Estrato	TipoVivienda	TiempoEnMedellin	PersonasConLasQueVive	AfiliacionSalud	NivelEstudio	Estudia	ValoracionOportunidadesDeLaCiudadParaEstudiar	ValoracionInstitucionEnHabilidadesDelMundoLaboral	ImpactoProfesoresEnLaVida	Trabaja	PercepcionOfertaLaboral	GastoSemanalTransporte	GastoSemanalRumba	GastoSemanalObligacionesFamiliares	EdadALaQueTuvoPrimerHijo	EdadPrimeraRelacionSexual	ConsumoDrogas	ConsumoCigarrillo	ConsumoLicor	FrecuenciaEjercicio	FrecuenciaLectura	ParticipacionMarchas	ActividadesComunitarias	ParticipacionVoluntariados	ParticipacionGrupoJuvenil
24	22-26	Hombre	Soltero(a)	COMUNA	La Candelaria	CENTRO-ORIENTAL	Estrato 3	De tus padres/ hermanos	Siempre	2 personas	Subsidiado/ Sisben	Universitaria Incompleta o en curso	Si	Muy favorable	Favorable	Favorable	No	Ni buena/ Ni mala	7000	0	0	No Aplica	16	Si	Si	Si	A veces	A veces	No	No	No	No
25	22-26	Mujer	Casado(a)	COMUNA	La Candelaria	CENTRO-ORIENTAL	Estrato 3	Alquilado	Siempre	7 personas	Subsidiado/ Sisben	Tecnologia Incompleta o en curso	Si	Ni favorable/ Ni desfavorable	Muy favorable	Muy favorable	No	Muy Mala	40000	0	0	18	16	Si	Si	Si	Nunca	Casi nunca	No	No	No	Si
14	14-17	Hombre	Soltero(a)	COMUNA	La Candelaria	CENTRO-ORIENTAL	Estrato 3	Alquilado	Siempre	6 personas	Beneficiario	Grado 7	Si	Muy favorable	Muy favorable	Favorable	Nunca he trabajado	Buena	0	0	0	No Aplica	No Aplica	No	No	No	Siempre	Nunca	No	No	No	No
14	14-17	Hombre	Soltero(a)	COMUNA	La Candelaria	CENTRO-ORIENTAL	Estrato 3	De tus padres/ hermanos	Siempre	3 personas	Beneficiario	Grado 7	Si	Favorable	Muy favorable	Favorable	Nunca he trabajado	Muy buena	15000	15000	0	No Aplica	No Aplica	No	Si	No	Siempre	Nunca	No	No	No	No
19	18-21	Hombre	Soltero(a)	COMUNA	La Candelaria	CENTRO-ORIENTAL	Estrato 3	De tus padres/ hermanos	De 1 a 5 anos	Vive solo	Beneficiario	Universitaria Incompleta o en curso	Si	Muy favorable	Muy favorable	Favorable	Nunca he trabajado	Ni buena/ Ni mala	40000	120000	0	No Aplica	15	Si	Si	Si	Siempre	Nunca	No	No	No	No
21	18-21	Hombre	Soltero(a)	COMUNA	La Candelaria	CENTRO-ORIENTAL	Estrato 3	Alquilado	De 1 a 5 anos	5 personas	Beneficiario	Universitaria Incompleta o en curso	Si	Favorable	Muy favorable	Muy favorable	Nunca he trabajado	Muy buena	30000	70000	0	No Aplica	16	No	Si	Si	Siempre	A veces	No	No	No	No
21	18-21	Mujer	Soltero(a)	COMUNA	La Candelaria	CENTRO-ORIENTAL	Estrato 3	De tus padres/ hermanos	Siempre	3 personas	Cotizante	Universitaria Incompleta o en curso	Si	Muy favorable	Muy favorable	Ni favorable/ Ni desfavorable	Si	Ni buena/ Ni mala	7000	25000	0	No Aplica	17	No	Si	Si	Siempre	Siempre	No	No	No	No
16	14-17	Hombre	Soltero(a)	COMUNA	La Candelaria	CENTRO-ORIENTAL	Estrato 3	Prestado por un familiar o amigo	Siempre	5 personas	Subsidiado/ Sisben	Grado 9	Si	Desfavorable	Desfavorable	Ni favorable/ Ni desfavorable	Nunca he trabajado	Buena	10000	10000	0	No Aplica	16	Si	Si	Si	A veces	Casi Siempre	No	No	No	No
24	22-26	Mujer	Soltero(a)	COMUNA	La Candelaria	CENTRO-ORIENTAL	Estrato 3	De tus padres/ hermanos	Siempre	3 personas	Subsidiado/ Sisben	Tecnologia Incompleta o en curso	No	Muy desfavorable	Favorable	Muy favorable	Nunca he trabajado	Buena	0	0	0	No Aplica	No Aplica	No	No	No	Casi Siempre	Casi Siempre	No	No	No	No
19	18-21	Hombre	Soltero(a)	COMUNA	La Candelaria	CENTRO-ORIENTAL	Estrato 3	Alquilado	De 1 a 5 anos	3 personas	Beneficiario	Universitaria Incompleta o en curso	Si	Ni favorable/ Ni desfavorable	Ni favorable/ Ni desfavorable	Favorable	No	Muy Mala	20000	10000	0	No Aplica	15	Si	Si	Si	A veces	Casi Siempre	Si	No	No	No
20	18-21	Mujer	Soltero(a)	COMUNA	La Candelaria	CENTRO-ORIENTAL	Estrato 3	Alquilado	De 1 a 5 anos	3 personas	Beneficiario	Universitaria Incompleta o en curso	Si	Muy desfavorable	Favorable	Favorable	No	Muy Mala	50000	50000	0	No Aplica	No Aplica	No	No	Si	A veces	Siempre	No	No	No	No
15	14-17	Hombre	Soltero(a)	COMUNA	La Candelaria	CENTRO-ORIENTAL	Estrato 3	Alquilado	De 1 a 5 anos	Mas de 10 personas	Subsidiado/ Sisben	Grado 9	Si	Favorable	Favorable	Desfavorable	Nunca he trabajado	Buena	0	50000	0	No Aplica	14	No	Si	Si	Nunca	A veces	No	No	No	Si
16	14-17	Hombre	Soltero(a)	COMUNA	La Candelaria	CENTRO-ORIENTAL	Estrato 3	Alquilado	De 1 a 5 anos	2 personas	Beneficiario	Grado 10	Si	Muy favorable	Muy favorable	Favorable	Nunca he trabajado	Buena	30000	0	0	No Aplica	14	No	No	Si	Casi nunca	Casi Siempre	No	No	No	No
22	22-26	Mujer	No eres casado(a) y vives en pareja hace menos de dos anos	COMUNA	La Candelaria	CENTRO-ORIENTAL	Estrato 3	Alquilado	De 1 a 5 anos	2 personas	Subsidiado/ Sisben	Grado 5	No	Muy favorable	Desfavorable	Favorable	Nunca he trabajado	Nunca ha realizado	0	30000	70000	No Aplica	17	No	No	Si	Nunca	A veces	No	No	No	No
22	22-26	Hombre	Soltero(a)	COMUNA	La Candelaria	CENTRO-ORIENTAL	Estrato 3	De tus padres/ hermanos	Siempre	3 personas	Subsidiado/ Sisben	Grado 5	No	Favorable	Favorable	Favorable	Si	Buena	30000	0	60000	No Aplica	12	No	Si	Si	Casi nunca	Nunca	No	No	No	No
21	18-21	Mujer	Soltero(a)	COMUNA	La Candelaria	CENTRO-ORIENTAL	Estrato 3	Alquilado	De 1 a 5 anos	3 personas	Ninguno	Tecnologia Incompleta o en curso	Si	Muy favorable	Favorable	Favorable	No	Muy buena	20000	0	0	No Aplica	17	No	No	Si	Nunca	A veces	No	No	No	No
18	18-21	Mujer	No eres casado(a) y vives en pareja hace menos de dos anos	COMUNA	La Candelaria	CENTRO-ORIENTAL	Estrato 3	Alquilado	Menos de 1 ano	6 personas	Ninguno	Tecnica Completa	No	Muy favorable	Muy favorable	Muy favorable	Nunca he trabajado	Nunca ha realizado	50000	0	0	No Aplica	18	No	No	No	Nunca	Casi nunca	No	No	No	Si
18	18-21	Mujer	Soltero(a)	COMUNA	La Candelaria	CENTRO-ORIENTAL	Estrato 1	Alquilado	Siempre	6 personas	Subsidiado/ Sisben	Grado 11	Si	Desfavorable	Favorable	Favorable	Nunca he trabajado	Ni buena/ Ni mala	0	0	0	17	16	No	No	Si	A veces	Casi Siempre	Si	No	No	No
25	22-26	Mujer	Casado(a)	COMUNA	La Candelaria	CENTRO-ORIENTAL	Estrato 2	De tus padres/ hermanos	Mas de 10 anos	5 personas	Beneficiario	Tecnologia Completa	No	Favorable	Desfavorable	Favorable	No	Ni buena/ Ni mala	20000	0	100000	23	14	No	No	Si	Nunca	A veces	No	No	No	Si
23	22-26	Hombre	Soltero(a)	COMUNA	La Candelaria	CENTRO-ORIENTAL	Estrato 3	De tus padres/ hermanos	Siempre	4 personas	Subsidiado/ Sisben	Universitaria Incompleta o en curso	Si	Ni favorable/ Ni desfavorable	Favorable	Favorable	No	Buena	20000	30000	0	No Aplica	17	No	No	Si	Casi Siempre	Casi Siempre	No	No	No	No
15	14-17	Hombre	Soltero(a)	COMUNA	La Candelaria	CENTRO-ORIENTAL	Estrato 3	De tus padres/ hermanos	Mas de 10 anos	5 personas	Beneficiario	Grado 10	Si	Favorable	Favorable	Favorable	Nunca he trabajado	Ni buena/ Ni mala	0	0	0	No Aplica	No Aplica	No	No	No	A veces	A veces	No	Si	No	No
24	22-26	Mujer	No eres casado(a) y vives en pareja hace dos anos o mas	COMUNA	La Candelaria	CENTRO-ORIENTAL	Estrato 3	Alquilado	Siempre	6 personas	Beneficiario	Grado 11	No	Favorable	Favorable	Favorable	Si	Ni buena/ Ni mala	0	0	25000	23	19	No	No	No	A veces	A veces	No	No	No	No
21	18-21	Hombre	Soltero(a)	COMUNA	La Candelaria	CENTRO-ORIENTAL	Estrato 3	De tus padres/ hermanos	Siempre	4 personas	Subsidiado/ Sisben	Tecnica Completa	Si	Muy favorable	Favorable	Muy favorable	Nunca he trabajado	Ni buena/ Ni mala	10000	0	0	No Aplica	18	No	No	Si	Casi Siempre	Casi Siempre	No	Si	No	No
24	22-26	Hombre	Soltero(a)	COMUNA	La Candelaria	CENTRO-ORIENTAL	Estrato 2	Alquilado	De 5 a 10 anos	5 personas	Cotizante	Tecnologia Incompleta o en curso	Si	Favorable	Muy favorable	Favorable	Si	Buena	30000	0	100000	No Aplica	15	No	No	No	A veces	Casi Siempre	No	No	No	No
19	18-21	Mujer	No eres casado(a) y vives en pareja hace dos anos o mas	COMUNA	La Candelaria	CENTRO-ORIENTAL	Estrato 3	Alquilado	Siempre	5 personas	Cotizante	Grado 11	No	Favorable	Favorable	Favorable	Si	Mala	20000	0	50000	No Aplica	18	No	Si	Si	A veces	A veces	No	No	No	No
26	22-26	Hombre	No eres casado(a) y vives en pareja hace dos anos o mas	COMUNA	La Candelaria	CENTRO-ORIENTAL	Estrato 3	Alquilado	Menos de 1 ano	3 personas	Cotizante	Grado 11	No	Favorable	Favorable	Favorable	Si	Mala	28000	0	0	24	18	No	No	Si	A veces	Casi Siempre	No	No	No	No
18	18-21	Hombre	No eres casado(a) y vives en pareja hace dos anos o mas	COMUNA	La Candelaria	CENTRO-ORIENTAL	Estrato 3	Alquilado	Siempre	Mas de 10 personas	Subsidiado/ Sisben	Grado 9	No	Ni favorable/ Ni desfavorable	Desfavorable	Desfavorable	Si	Ni buena/ Ni mala	10000	120000	0	No Aplica	14	Si	No	Si	Nunca	A veces	No	No	No	No
22	22-26	Hombre	Soltero(a)	COMUNA	La Candelaria	CENTRO-ORIENTAL	Estrato 2	De tus padres/ hermanos	Siempre	6 personas	Subsidiado/ Sisben	Universitaria Incompleta o en curso	Si	Favorable	Favorable	Favorable	Si	Ni buena/ Ni mala	40000	0	0	No Aplica	13	No	No	No	A veces	A veces	No	No	No	No
15	14-17	Hombre	Soltero(a)	COMUNA	La Candelaria	CENTRO-ORIENTAL	Estrato 2	Alquilado	Menos de 1 ano	4 personas	Subsidiado/ Sisben	Grado 5	No	Ni favorable/ Ni desfavorable	Desfavorable	Desfavorable	Nunca he trabajado	Ni buena/ Ni mala	0	0	0	No Aplica	No Aplica	No	No	No	A veces	Nunca	No	No	No	No
17	14-17	Hombre	Soltero(a)	COMUNA	La Candelaria	CENTRO-ORIENTAL	Estrato 3	Alquilado	De 1 a 5 anos	4 personas	Subsidiado/ Sisben	Grado 10	Si	Favorable	Desfavorable	Favorable	No	Ni buena/ Ni mala	30000	0	0	No Aplica	13	No	No	Si	Siempre	Siempre	No	No	No	No
17	14-17	Mujer	Soltero(a)	COMUNA	La Candelaria	CENTRO-ORIENTAL	Estrato 3	Alquilado	De 1 a 5 anos	4 personas	Subsidiado/ Sisben	Grado 9	Si	Muy desfavorable	Favorable	Favorable	No	Ni buena/ Ni mala	0	0	0	No Aplica	No Aplica	No	No	Si	A veces	A veces	No	No	No	No
23	22-26	Mujer	Casado(a)	COMUNA	La Candelaria	CENTRO-ORIENTAL	Estrato 3	Alquilado	Menos de 1 ano	5 personas	Subsidiado/ Sisben	Grado 11	No	Favorable	Favorable	Favorable	No	Mala	50000	0	0	19	18	No	No	No	Nunca	A veces	No	No	No	No
17	14-17	Mujer	Soltero(a)	COMUNA	La Candelaria	CENTRO-ORIENTAL	Estrato 4	Alquilado	Menos de 1 ano	2 personas	Beneficiario	Tecnica incompleta o en curso	Si	Ni favorable/ Ni desfavorable	Desfavorable	Favorable	No	Buena	0	0	0	No Aplica	No Aplica	No	No	Si	Nunca	Siempre	Si	No	No	No
14	14-17	Hombre	Soltero(a)	COMUNA	La Candelaria	CENTRO-ORIENTAL	Estrato 3	De tus padres/ hermanos	Siempre	3 personas	Beneficiario	Grado 9	Si	Favorable	Desfavorable	Muy desfavorable	No	Mala	20000	0	0	No Aplica	No Aplica	No	No	No	A veces	A veces	No	No	Si	Si
24	22-26	Hombre	Soltero(a)	COMUNA	La Candelaria	CENTRO-ORIENTAL	Estrato 3	Alquilado	De 5 a 10 anos	3 personas	Subsidiado/ Sisben	Tecnologia Completa	No	Favorable	Favorable	Favorable	No	Ni buena/ Ni mala	30000	0	50000	No Aplica	11	No	Si	Si	Casi Siempre	Casi Siempre	No	Si	No	No
26	22-26	Hombre	No eres casado(a) y vives en pareja hace dos anos o mas	COMUNA	La Candelaria	CENTRO-ORIENTAL	Estrato 3	Alquilado	De 1 a 5 anos	3 personas	Subsidiado/ Sisben	Universitaria completa	No	Favorable	Favorable	Favorable	No	Mala	20000	0	100000	24	17	No	No	Si	Siempre	Siempre	No	No	No	No
19	18-21	Hombre	Soltero(a)	COMUNA	La Candelaria	CENTRO-ORIENTAL	Estrato 2	Alquilado	Siempre	5 personas	Subsidiado/ Sisben	Grado 11	No	Favorable	Favorable	Muy favorable	No	Muy buena	0	0	100000	No Aplica	14	No	Si	Si	A veces	A veces	No	No	No	No
15	14-17	Hombre	Soltero(a)	COMUNA	La Candelaria	CENTRO-ORIENTAL	Estrato 3	Alquilado	Siempre	8 personas	Subsidiado/ Sisben	Grado 10	Si	Favorable	Muy favorable	Muy favorable	Nunca he trabajado	Muy buena	15000	0	0	No Aplica	No Aplica	No	No	No	Casi Siempre	Casi nunca	No	No	No	No
23	22-26	Hombre	Soltero(a)	COMUNA	La Candelaria	CENTRO-ORIENTAL	Estrato 3	Alquilado	Siempre	2 personas	Cotizante	Tecnica Completa	No	Favorable	Favorable	Muy favorable	Si	Buena	20000	30000	80000	No Aplica	16	Si	No	Si	A veces	A veces	No	No	Si	No
20	18-21	Hombre	Soltero(a)	COMUNA	La Candelaria	CENTRO-ORIENTAL	Estrato 2	Alquilado	Siempre	3 personas	Cotizante	Grado 11	No	Favorable	Favorable	Favorable	Si	Muy buena	0	0	50000	No Aplica	15	Si	Si	Si	Siempre	Casi Siempre	No	No	No	Si
17	14-17	Hombre	Soltero(a)	COMUNA	La Candelaria	CENTRO-ORIENTAL	Estrato 2	Alquilado	Siempre	7 personas	Beneficiario	Grado 9	Si	Favorable	Muy favorable	Muy favorable	Si	Muy buena	15000	0	0	No Aplica	13	Si	No	Si	Casi Siempre	Casi Siempre	No	No	No	No
15	14-17	Hombre	Soltero(a)	COMUNA	La Candelaria	CENTRO-ORIENTAL	Estrato 2	Alquilado	Siempre	5 personas	Subsidiado/ Sisben	Grado 6	Si	Muy favorable	Favorable	Favorable	Nunca he trabajado	Muy buena	0	0	0	No Aplica	No Aplica	No	No	No	Siempre	A veces	No	No	No	Si
18	18-21	Mujer	Soltero(a)	COMUNA	La Candelaria	CENTRO-ORIENTAL	Estrato 3	Alquilado	Siempre	2 personas	Subsidiado/ Sisben	Universitaria Incompleta o en curso	Si	Muy favorable	Muy favorable	Muy favorable	No	Muy buena	50000	0	0	No Aplica	16	No	No	Si	Casi Siempre	Siempre	No	No	No	No
25	22-26	Mujer	Soltero(a)	COMUNA	La Candelaria	CENTRO-ORIENTAL	Estrato 2	Alquilado	De 5 a 10 anos	4 personas	Cotizante	Grado 11	No	Favorable	Favorable	Favorable	Si	Muy buena	15000	0	50000	No Aplica	17	No	No	No	A veces	A veces	No	No	No	No
26	22-26	Mujer	No eres casado(a) y vives en pareja hace dos anos o mas	COMUNA	La Candelaria	CENTRO-ORIENTAL	Estrato 3	Alquilado	Siempre	5 personas	Beneficiario	Tecnica incompleta o en curso	No	Favorable	Muy favorable	Muy favorable	Si	Muy buena	0	0	100000	18	17	No	Si	No	A veces	A veces	No	No	No	No
14	14-17	Hombre	Soltero(a)	COMUNA	La Candelaria	CENTRO-ORIENTAL	Estrato 3	Prestado por un familiar o amigo	Siempre	4 personas	Beneficiario	Grado 8	Si	Muy favorable	Muy favorable	Muy favorable	Nunca he trabajado	Muy buena	19000	0	0	No Aplica	No Aplica	No	No	No	Casi nunca	Casi nunca	No	No	No	No
19	18-21	Hombre	Soltero(a)	COMUNA	La Candelaria	CENTRO-ORIENTAL	Estrato 3	Alquilado	De 5 a 10 anos	2 personas	Subsidiado/ Sisben	Universitaria Incompleta o en curso	Si	Muy favorable	Favorable	Favorable	Nunca he trabajado	Muy buena	40000	50000	0	No Aplica	15	No	Si	Si	Siempre	Nunca	No	No	No	No
20	18-21	Hombre	Soltero(a)	COMUNA	La Candelaria	CENTRO-ORIENTAL	Estrato 3	De tu propiedad	Siempre	5 personas	Cotizante	Tecnologia Completa	No	Muy favorable	Favorable	Favorable	Si	Muy buena	20000	40000	150000	No Aplica	16	No	No	Si	A veces	A veces	No	No	No	No
19	18-21	Mujer	Soltero(a)	COMUNA	La Candelaria	CENTRO-ORIENTAL	Estrato 3	Alquilado	De 5 a 10 anos	5 personas	Beneficiario	Tecnologia Incompleta o en curso	Si	Favorable	Favorable	Favorable	Nunca he trabajado	Muy buena	30000	50000	0	No Aplica	17	No	No	Si	Casi Siempre	A veces	No	No	No	Si
20	18-21	Mujer	Soltero(a)	COMUNA	La Candelaria	CENTRO-ORIENTAL	Estrato 3	De tus padres/ hermanos	De 1 a 5 anos	4 personas	Subsidiado/ Sisben	Tecnologia Completa	Si	Favorable	Favorable	Favorable	Nunca he trabajado	Muy buena	0	0	0	No Aplica	17	No	No	No	A veces	Casi Siempre	Si	No	No	No
16	14-17	Hombre	Soltero(a)	COMUNA	La Candelaria	CENTRO-ORIENTAL	Estrato 3	De tu propiedad	Siempre	4 personas	Beneficiario	Grado 9	Si	Favorable	Favorable	Muy favorable	Nunca he trabajado	Muy buena	0	7000	0	No Aplica	11	No	No	Si	Casi Siempre	Casi Siempre	No	No	Si	No
18	18-21	Hombre	Soltero(a)	COMUNA	La Candelaria	CENTRO-ORIENTAL	Estrato 3	De tu propiedad	Mas de 10 anos	3 personas	Beneficiario	Tecnologia Incompleta o en curso	Si	Favorable	Favorable	Favorable	No	Muy buena	20000	30000	0	No Aplica	16	No	No	Si	Siempre	Casi Siempre	No	No	No	No
14	14-17	Mujer	Soltero(a)	COMUNA	La Candelaria	CENTRO-ORIENTAL	Estrato 2	Alquilado	Siempre	4 personas	Subsidiado/ Sisben	Grado 9	Si	Muy favorable	Muy favorable	Muy favorable	Nunca he trabajado	Muy buena	0	0	0	No Aplica	No Aplica	No	No	No	A veces	A veces	No	No	No	No
18	18-21	Mujer	Soltero(a)	COMUNA	La Candelaria	CENTRO-ORIENTAL	Estrato 2	Alquilado	De 5 a 10 anos	6 personas	Beneficiario	Universitaria Incompleta o en curso	Si	Muy favorable	Muy favorable	Muy favorable	No	Muy buena	8000	0	0	No Aplica	17	No	No	No	A veces	A veces	No	No	No	No
24	22-26	Hombre	Soltero(a)	COMUNA	La Candelaria	CENTRO-ORIENTAL	Estrato 3	Alquilado	De 5 a 10 anos	2 personas	Ninguno	Universitaria completa	No	Favorable	Favorable	Favorable	Si	Mala	20000	0	20000	No Aplica	14	No	No	Si	A veces	A veces	No	No	No	No
22	22-26	Mujer	Soltero(a)	COMUNA	La Candelaria	CENTRO-ORIENTAL	Estrato 3	Alquilado	De 5 a 10 anos	3 personas	Cotizante	Universitaria Incompleta o en curso	Si	Favorable	Favorable	Favorable	Si	Muy buena	25000	15000	0	No Aplica	18	No	Si	Si	Casi Siempre	Siempre	No	No	No	No
24	22-26	Hombre	Soltero(a)	COMUNA	La Candelaria	CENTRO-ORIENTAL	Estrato 3	Alquilado	De 1 a 5 anos	4 personas	Ninguno	Tecnica incompleta o en curso	No	Favorable	Favorable	Favorable	No	Muy buena	0	0	0	No Aplica	17	No	No	Si	A veces	A veces	No	No	No	No
19	18-21	Mujer	Soltero(a)	COMUNA	La Candelaria	CENTRO-ORIENTAL	Estrato 3	Alquilado	Siempre	4 personas	Ninguno	Grado 10	No	Muy favorable	Favorable	Favorable	Nunca he trabajado	Muy buena	15000	0	20000	17	16	No	No	No	A veces	A veces	No	No	No	No
14	14-17	Hombre	Soltero(a)	COMUNA	La Candelaria	CENTRO-ORIENTAL	Estrato 3	Prestado por un familiar o amigo	De 5 a 10 anos	8 personas	Subsidiado/ Sisben	Grado 9	Si	Favorable	Favorable	Favorable	Nunca he trabajado	Muy buena	15000	0	0	No Aplica	No Aplica	No	No	No	Casi Siempre	Casi Siempre	No	No	No	No
21	18-21	Hombre	Soltero(a)	COMUNA	La Candelaria	CENTRO-ORIENTAL	Estrato 3	Alquilado	De 5 a 10 anos	3 personas	Ninguno	Universitaria Incompleta o en curso	Si	Favorable	Muy favorable	Favorable	No	Buena	25000	0	0	No Aplica	17	No	No	No	A veces	A veces	No	No	No	No
17	14-17	Hombre	Soltero(a)	COMUNA	La Candelaria	CENTRO-ORIENTAL	Estrato 2	Alquilado	De 5 a 10 anos	8 personas	Beneficiario	Grado 11	Si	Favorable	Favorable	Favorable	No	Muy buena	0	0	0	No Aplica	No Aplica	No	No	No	A veces	A veces	No	No	No	No
16	14-17	Mujer	Soltero(a)	COMUNA	La Candelaria	CENTRO-ORIENTAL	Estrato 2	Alquilado	Siempre	5 personas	Subsidiado/ Sisben	Grado 7	Si	Muy favorable	Favorable	Favorable	Nunca he trabajado	Muy buena	15000	0	0	No Aplica	No Aplica	No	No	No	Casi nunca	Casi nunca	No	No	No	No
17	14-17	Mujer	Soltero(a)	COMUNA	La Candelaria	CENTRO-ORIENTAL	Estrato 3	Alquilado	Siempre	Mas de 10 personas	Beneficiario	Tecnica Completa	Si	Muy favorable	Muy favorable	Muy favorable	Nunca he trabajado	Muy buena	7000	40000	0	No Aplica	17	Si	Si	Si	Casi Siempre	Casi Siempre	Si	No	No	Si
26	22-26	Mujer	Casado(a)	COMUNA	La Candelaria	CENTRO-ORIENTAL	Estrato 3	Alquilado	Siempre	4 personas	Beneficiario	Grado 11	No	Favorable	Favorable	Favorable	No	Buena	15000	15000	100000	19	16	No	No	Si	Siempre	A veces	No	No	No	No
19	18-21	Mujer	Soltero(a)	COMUNA	La Candelaria	CENTRO-ORIENTAL	Estrato 3	Alquilado	Siempre	5 personas	Subsidiado/ Sisben	Grado 9	Si	Ni favorable/ Ni desfavorable	Favorable	Ni favorable/ Ni desfavorable	Nunca he trabajado	Buena	0	45000	0	No Aplica	16	Si	Si	Si	Casi nunca	Nunca	No	No	No	No
17	14-17	Hombre	Soltero(a)	COMUNA	La Candelaria	CENTRO-ORIENTAL	Estrato 3	De tus padres/ hermanos	Siempre	6 personas	Beneficiario	Grado 9	No	Favorable	Favorable	Ni favorable/ Ni desfavorable	Nunca he trabajado	Ni buena/ Ni mala	0	60000	0	No Aplica	15	Si	Si	Si	Nunca	Nunca	No	No	No	No
16	14-17	Hombre	No eres casado(a) y vives en pareja hace menos de dos anos	COMUNA	La Candelaria	CENTRO-ORIENTAL	Estrato 2	Alquilado	De 1 a 5 anos	3 personas	Subsidiado/ Sisben	Grado 6	No	Favorable	Favorable	Favorable	Nunca he trabajado	Buena	0	0	0	15	15	Si	Si	Si	Nunca	Nunca	No	No	No	No
21	18-21	Mujer	Soltero(a)	COMUNA	La Candelaria	CENTRO-ORIENTAL	Estrato 4	De tus padres/ hermanos	Siempre	4 personas	Beneficiario	Universitaria Incompleta o en curso	Si	Favorable	Muy favorable	Favorable	No	Ni buena/ Ni mala	0	0	0	No Aplica	20	No	No	No	A veces	Casi Siempre	No	No	No	No
19	18-21	Hombre	Soltero(a)	COMUNA	La Candelaria	CENTRO-ORIENTAL	Estrato 3	Alquilado	Siempre	6 personas	Subsidiado/ Sisben	Grado 11	No	Favorable	Favorable	Favorable	Si	Buena	30000	30000	0	No Aplica	16	No	No	No	A veces	Casi Siempre	No	No	No	No
22	22-26	Mujer	No eres casado(a) y vives en pareja hace menos de dos anos	COMUNA	La Candelaria	CENTRO-ORIENTAL	Estrato 1	Alquilado	Siempre	3 personas	Subsidiado/ Sisben	Grado 10	No	Muy favorable	Muy favorable	Favorable	Si	Buena	0	0	0	21	17	No	No	Si	Nunca	A veces	No	No	No	No
18	18-21	Hombre	No eres casado(a) y vives en pareja hace dos anos o mas	COMUNA	La Candelaria	CENTRO-ORIENTAL	Estrato 2	De tu propiedad	Mas de 10 anos	3 personas	Subsidiado/ Sisben	Grado 9	No	Ni favorable/ Ni desfavorable	Favorable	Ni favorable/ Ni desfavorable	No	Buena	0	50000	50000	No Aplica	12	Si	No	Si	A veces	Casi Siempre	No	No	No	No
16	14-17	Hombre	Soltero(a)	COMUNA	La Candelaria	CENTRO-ORIENTAL	Estrato 2	De tus padres/ hermanos	Menos de 1 ano	8 personas	Beneficiario	Grado 8	Si	Favorable	Favorable	Favorable	No	Buena	0	0	0	No Aplica	13	No	Si	Si	A veces	Casi nunca	No	No	No	No
16	14-17	Mujer	Soltero(a)	COMUNA	La Candelaria	CENTRO-ORIENTAL	Estrato 3	Alquilado	Siempre	4 personas	Subsidiado/ Sisben	Grado 5	Si	Favorable	Ni favorable/ Ni desfavorable	Muy favorable	Nunca he trabajado	Mala	0	10000	0	No Aplica	15	No	No	Si	Casi nunca	Casi nunca	No	No	No	No
25	22-26	Mujer	Soltero(a)	COMUNA	La Candelaria	CENTRO-ORIENTAL	Estrato 3	De tus padres/ hermanos	Siempre	8 personas	Cotizante	Grado 5	No	Favorable	Favorable	Ni favorable/ Ni desfavorable	No	Ni buena/ Ni mala	0	0	100000	14	13	No	No	Si	Casi nunca	Casi nunca	No	No	No	No
15	14-17	Mujer	Soltero(a)	COMUNA	La Candelaria	CENTRO-ORIENTAL	Estrato 2	De tus padres/ hermanos	Siempre	4 personas	Beneficiario	Grado 5	Si	Muy favorable	Favorable	Muy favorable	Nunca he trabajado	Ni buena/ Ni mala	0	0	0	No Aplica	No Aplica	No	No	Si	A veces	A veces	No	No	No	No
15	14-17	Mujer	Soltero(a)	COMUNA	La Candelaria	CENTRO-ORIENTAL	Estrato 2	De tu propiedad	Siempre	2 personas	Beneficiario	Grado 5	Si	Muy favorable	Favorable	Muy favorable	No	Buena	0	0	0	No Aplica	No Aplica	No	No	Si	Casi Siempre	A veces	No	No	No	No
19	18-21	Mujer	No eres casado(a) y vives en pareja hace dos anos o mas	COMUNA	La Candelaria	CENTRO-ORIENTAL	Estrato 3	Alquilado	Siempre	10 personas	Beneficiario	Grado 5	No	Favorable	Favorable	Favorable	Si	Mala	15000	0	0	15	14	No	Si	No	Nunca	Siempre	No	No	No	No
15	14-17	Hombre	Soltero(a)	COMUNA	La Candelaria	CENTRO-ORIENTAL	Estrato 3	Alquilado	Siempre	5 personas	Subsidiado/ Sisben	Grado 5	Si	Muy favorable	Favorable	Favorable	No	Mala	0	10000	0	No Aplica	No Aplica	No	No	Si	Casi Siempre	A veces	No	No	No	Si
17	14-17	Hombre	Soltero(a)	COMUNA	La Candelaria	CENTRO-ORIENTAL	Estrato 3	De tus padres/ hermanos	Siempre	4 personas	Subsidiado/ Sisben	Grado 5	Si	Muy favorable	Muy favorable	Muy favorable	No	Ni buena/ Ni mala	50000	10000	0	No Aplica	14	No	No	Si	Casi Siempre	Nunca	No	No	No	No
